Type1,fileid
Rock,resize_Binacle-29.jpg
Rock,resize_Sudowoodo-17.png
Electric,resize_Plusle-13.png
Water,resize_Suicune-5.jpg
Poison,resize_Nidoqueen-9.png
Fighting,resize_Mankey-29.png
Water,resize_Palpitoad-4.png
Fairy,resize_Granbull-30.png
Ice,resize_Bergmite-15.png
Steel,resize_Aron-33.jpg
Fire,resize_Heatran-33.jpg
Water,resize_Starmie-12.jpg
Steel,resize_Metang-10.jpg
Normal,resize_Fletchling-30.png
Fire,resize_Charmander-14.jpg
Ground,resize_Hippowdon-22.png
Normal,resize_Swellow-28.png
Rock,resize_Bonsly-33.jpg
Psychic,resize_Ralts-12.jpg
Fighting,resize_Hitmonchan-7.jpg
Normal,resize_LopunnyMega Lopunny-19.jpg
Normal,resize_Stoutland-18.png
Ground,resize_Rhydon-12.jpg
Rock,resize_Omanyte-29.png
Grass,resize_Maractus-3.png
Grass,resize_ShayminSky Forme-13.png
Rock,resize_Probopass-34.png
Rock,resize_Onix-7.jpg
Water,resize_Slowking-11.png
Ice,resize_Vanilluxe-27.png
Water,resize_Qwilfish-23.png
Bug,resize_Venipede-28.jpg
Normal,resize_Hoothoot-7.jpg
Fire,resize_Quilava-11.jpg
Steel,resize_Bronzor-16.png
Grass,resize_ShayminLand Forme-29.png
Ground,resize_Gligar-33.gif
Steel,resize_Aron-27.jpg
Rock,resize_Boldore-2.png
Fire,resize_Heatran-27.jpg
Bug,resize_Vivillon-14.png
Rock,resize_Shieldon-22.jpg
Grass,resize_Turtwig-5.jpg
Ground,resize_LandorusIncarnate Forme-8.png
Ice,resize_Walrein-25.jpg
Ice,resize_Bergmite-29.png
Normal,resize_Furret-21.jpg
Grass,resize_Lilligant-20.png
Bug,resize_Ariados-11.png
Bug,resize_Combee-16.jpg
Normal,resize_Cinccino-5.png
Bug,resize_Parasect-33.png
Ground,resize_Golurk-1.png
Poison,resize_Grimer-11.gif
Normal,resize_Noctowl-28.png
Normal,resize_Porygon-Z-27.png
Bug,resize_Genesect-15.png
Fire,resize_Pignite-11.gif
Psychic,resize_Musharna-17.gif
Bug,resize_Venipede-6.png
Steel,resize_Cobalion-16.jpg
Normal,resize_Igglybuff-6.jpg
Grass,resize_Skiploom-8.png
Ghost,resize_Spiritomb-17.png
Normal,resize_Fletchling-18.png
Fire,resize_Blaziken-8.png
Normal,resize_Azurill-17.jpg
Fire,resize_BlazikenMega Blaziken-12.jpg
Ice,resize_Glalie-28.png
Poison,resize_Nidoran♂-34.png
Dark,resize_Malamar-20.png
Normal,resize_LopunnyMega Lopunny-25.jpg
Ice,resize_Mamoswine-13.png
Ghost,resize_GourgeistAverage Size-12.jpg
Ice,resize_Jynx-21.png
Water,resize_Wailord-10.png
Normal,resize_Stoutland-24.png
Bug,resize_Pinsir-1.png
Bug,resize_Vivillon-28.png
Rock,resize_Gigalith-23.png
Grass,resize_Lilligant-34.png
Fighting,resize_Mienshao-4.png
Grass,resize_Cherrim-16.jpg
Ghost,resize_Drifloon-16.png
Bug,resize_WormadamPlant Cloak-23.png
Electric,resize_Pichu-17.jpg
Normal,resize_Hoothoot-13.png
Fire,resize_Magcargo-33.png
Bug,resize_Venipede-14.jpg
Psychic,resize_Azelf-0.png
Normal,resize_Ursaring-23.png
Grass,resize_ShayminLand Forme-15.png
Fire,resize_Moltres-24.gif
Dark,resize_Sableye-31.jpg
Rock,resize_Shieldon-26.jpg
Grass,resize_Virizion-8.png
Steel,resize_Bronzor-12.png
Grass,resize_Jumpluff-7.png
Fairy,resize_Granbull-20.png
Normal,resize_Hoothoot-3.jpg
Fire,resize_Heatran-23.jpg
Electric,resize_Eelektrik-15.png
Fairy,resize_Cleffa-22.png
Water,resize_Slowking-15.png
Psychic,resize_Kirlia-0.jpg
Water,resize_Qwilfish-27.png
Ice,resize_Vanilluxe-23.png
Ice,resize_Glalie-10.png
Grass,resize_Maractus-7.png
Rock,resize_Onix-3.jpg
Rock,resize_Probopass-30.png
Ground,resize_Flygon-27.png
Poison,resize_Stunky-34.jpg
Grass,resize_ShayminSky Forme-17.png
Normal,resize_Fletchling-20.png
Steel,resize_Registeel-8.jpg
Normal,resize_Chansey-32.jpg
Bug,resize_WormadamSandy Cloak-31.png
Rock,resize_Bonsly-23.jpg
Dark,resize_Malamar-18.png
Normal,resize_Pidgeotto-3.gif
Water,resize_Wailmer-26.jpg
Normal,resize_Girafarig-19.gif
Electric,resize_Magnemite-0.png
Ghost,resize_GengarMega Gengar-0.png
Psychic,resize_Ralts-16.jpg
Bug,resize_WormadamSandy Cloak-25.png
Poison,resize_Nidoran♂-18.png
Normal,resize_Chansey-26.jpg
Ground,resize_Hippowdon-26.png
Water,resize_Starmie-16.jpg
Grass,resize_Bellsprout-6.jpg
Normal,resize_Fletchling-34.png
Ground,resize_Flygon-33.png
Rock,resize_Probopass-24.png
Grass,resize_Cottonee-22.png
Fairy,resize_Granbull-34.png
Water,resize_Palpitoad-0.png
Fire,resize_CharizardMega Charizard X-11.png
Electric,resize_ManectricMega Manectric-32.png
Dark,resize_Zoroark-28.png
Electric,resize_Plusle-17.png
Bug,resize_Ariados-29.png
Rock,resize_Shieldon-32.jpg
Water,resize_Kyogre-16.gif
Grass,resize_Lilligant-18.png
Fire,resize_Quilava-29.jpg
Normal,resize_Stantler-34.png
Fighting,resize_Mienfoo-5.png
Psychic,resize_Azelf-4.png
Normal,resize_Tauros-33.png
Bug,resize_Caterpie-16.png
Normal,resize_Sawsbuck-31.jpg
Ghost,resize_Drifloon-12.png
Bug,resize_WormadamSandy Cloak-9.jpeg
Fighting,resize_Mienshao-0.png
Electric,resize_Pichu-13.jpg
Bug,resize_WormadamPlant Cloak-27.png
Normal,resize_Furret-31.jpg
Grass,resize_Bulbasaur-23.png
Dark,resize_Mightyena-7.png
Grass,resize_Lilligant-30.png
Normal,resize_Stoutland-20.png
Water,resize_Horsea-17.jpg
Water,resize_Wailord-14.png
Ice,resize_Delibird-14.jpg
Bug,resize_Parasect-23.png
Ice,resize_Mamoswine-17.png
Fire,resize_BlazikenMega Blaziken-16.jpg
Rock,resize_Tyranitar-27.gif
Rock,resize_Omanyte-11.png
Normal,resize_Doduo-9.jpg
Normal,resize_Swellow-10.png
Ground,resize_Sandslash-20.gif
Bug,resize_Genesect-11.png
Rock,resize_Probopass-18.png
Bug,resize_Venipede-2.png
Ghost,resize_Misdreavus-22.jpg
Bug,resize_WormadamSandy Cloak-19.png
Poison,resize_Nidoran♂-24.png
Normal,resize_Cinccino-1.png
Ground,resize_Golurk-5.png
Bug,resize_WormadamSandy Cloak-3.jpg
Bug,resize_Caterpie-2.png
Water,resize_Pelipper-2.png
Bug,resize_Ariados-15.png
Dark,resize_Zoroark-14.png
Bug,resize_WormadamPlant Cloak-33.png
Water,resize_Wailmer-9.png
Electric,resize_Luxio-11.jpg
Water,resize_Tentacool-1.jpg
Bug,resize_Scizor-23.jpg
Rock,resize_Binacle-11.jpg
Rock,resize_Gigalith-33.png
Grass,resize_Lilligant-24.png
Normal,resize_Furret-25.jpg
Steel,resize_Klefki-20.jpg
Fire,resize_Pyroar-7.png
Normal,resize_Sawsbuck-25.jpg
Water,resize_Tympole-30.jpg
Normal,resize_Lopunny-25.png
Fire,resize_Heatmor-15.jpg
Water,resize_Poliwhirl-21.png
Normal,resize_Castform-13.jpg
Poison,resize_Drapion-32.png
Steel,resize_Dialga-6.png
Rock,resize_Nosepass-26.png
Water,resize_Barboach-5.jpg
Psychic,resize_MewtwoMega Mewtwo Y-6.png
Ground,resize_Rhyhorn-25.png
Grass,resize_Servine-14.png
Water,resize_Swanna-1.png
Dark,resize_Malamar-0.png
Ice,resize_Bergmite-9.jpg
Bug,resize_Swadloon-27.png
Bug,resize_Parasect-6.gif
Bug,resize_Beedrill-6.png
Water,resize_Crawdaunt-8.jpg
Psychic,resize_Victini-16.jpg
Water,resize_Slowbro-32.jpg
Normal,resize_Jigglypuff-14.jpg
Water,resize_Buizel-29.jpg
Normal,resize_Staraptor-22.png
Grass,resize_Roselia-27.jpg
Grass,resize_Serperior-22.png
Fighting,resize_Timburr-19.png
Psychic,resize_Gothitelle-2.jpg
Normal,resize_Zangoose-9.png
Normal,resize_Eevee-13.jpg
Poison,resize_Golbat-23.jpg
Bug,resize_Cascoon-0.png
Bug,resize_Whirlipede-20.jpg
Fighting,resize_Conkeldurr-22.jpg
Steel,resize_Aggron-21.png
Electric,resize_AmpharosMega Ampharos-0.png
Normal,resize_Diggersby-19.png
Normal,resize_Braviary-15.png
Grass,resize_Whimsicott-8.jpg
Grass,resize_Roselia-33.jpg
Poison,resize_Drapion-3.svg
Bug,resize_Nincada-17.jpg
Dragon,resize_Altaria-9.png
Grass,resize_Breloom-12.png
Normal,resize_Audino-18.png
Grass,resize_VenusaurMega Venusaur-14.jpg
Fairy,resize_Togetic-21.png
Bug,resize_Swadloon-33.png
Normal,resize_Slaking-21.jpg
Water,resize_KeldeoOrdinary Forme-29.png
Rock,resize_Nosepass-32.png
Bug,resize_Beedrill-12.jpg
Psychic,resize_Mewtwo-5.png
Normal,resize_Girafarig-1.jpg
Dragon,resize_Garchomp-0.png
Psychic,resize_Xatu-27.jpg
Grass,resize_Servine-28.png
Normal,resize_Audino-30.png
Psychic,resize_MeowsticMale-2.png
Ghost,resize_Duskull-4.png
Fire,resize_Magmar-32.jpg
Water,resize_Krabby-21.jpg
Fire,resize_DarmanitanStandard Mode-10.png
Grass,resize_Maractus-33.jpg
Ground,resize_Sandshrew-0.jpg
Fighting,resize_Timburr-25.png
Grass,resize_Shiftry-2.png
Psychic,resize_Hypno-20.jpg
Water,resize_Swampert-22.png
Grass,resize_Abomasnow-3.png
Dark,resize_Sableye-8.png
Rock,resize_Larvitar-8.jpg
Normal,resize_Igglybuff-31.jpg
Fighting,resize_Sawk-8.svg
Normal,resize_Diggersby-31.png
Fire,resize_Ninetales-0.jpg
Water,resize_Buizel-15.jpg
Water,resize_Gastrodon-32.png
Water,resize_Octillery-2.jpg
Dragon,resize_Kyurem-0.jpg
Normal,resize_Diggersby-25.png
Grass,resize_Petilil-23.png
Water,resize_Magikarp-5.jpg
Steel,resize_Aggron-0.jpg
Fighting,resize_Timburr-31.png
Water,resize_Seadra-12.jpg
Ice,resize_Glalie-6.png
Psychic,resize_Hypno-34.jpg
Ghost,resize_Shuppet-16.png
Normal,resize_Igglybuff-25.jpg
Fire,resize_Magmar-26.jpg
Steel,resize_Klink-16.jpg
Bug,resize_HeracrossMega Heracross-4.jpg
Normal,resize_Slaking-6.png
Normal,resize_Furret-4.jpg
Dark,resize_Purrloin-7.png
Water,resize_Gorebyss-12.jpg
Poison,resize_Gulpin-17.png
Dark,resize_Houndour-28.jpg
Poison,resize_Koffing-7.png
Normal,resize_Audino-24.png
Poison,resize_Trubbish-20.jpg
Poison,resize_Swalot-3.jpg
Rock,resize_DiancieMega Diancie-20.jpg
Grass,resize_VenusaurMega Venusaur-28.jpg
Bug,resize_Whirlipede-34.png
Normal,resize_Igglybuff-19.png
Ground,resize_Sandshrew-10.jpg
Poison,resize_Dragalge-32.gif
Bug,resize_Metapod-5.jpg
Electric,resize_RotomWash Rotom-4.png
Fighting,resize_Hawlucha-15.png
Grass,resize_Seedot-11.png
Grass,resize_Leafeon-4.png
Water,resize_Slowbro-26.png
Psychic,resize_Sigilyph-28.png
Dragon,resize_Reshiram-29.jpg
Normal,resize_KangaskhanMega Kangaskhan-3.png
Water,resize_Manaphy-33.png
Grass,resize_Venusaur-29.jpg
Fighting,resize_Medicham-1.jpg
Normal,resize_Dodrio-13.png
Dragon,resize_Latias-10.jpg
Dark,resize_Houndour-14.png
Psychic,resize_Ralts-1.jpg
Ground,resize_Groudon-9.jpg
Bug,resize_Shedinja-20.jpg
Ice,resize_Snorunt-33.png
Ground,resize_Cubone-12.png
Water,resize_Tympole-24.png
Water,resize_Feraligatr-5.png
Normal,resize_Lopunny-31.jpg
Fighting,resize_Primeape-26.jpg
Normal,resize_Braviary-1.png
Bug,resize_Shedinja-34.jpg
Normal,resize_MeloettaAria Forme-16.png
Ice,resize_Snorunt-27.png
Fighting,resize_Primeape-32.jpg
Rock,resize_Carbink-2.png
Ground,resize_Krookodile-4.gif
Water,resize_Manaphy-27.png
Grass,resize_Cacnea-16.png
Normal,resize_Raticate-6.jpg
Rock,resize_Barbaracle-7.jpg
Bug,resize_Sewaddle-22.jpg
Bug,resize_Shuckle-10.png
Ground,resize_Rhyperior-1.png
Normal,resize_Ditto-25.jpg
Fighting,resize_Hariyama-17.png
Fire,resize_Volcanion-6.jpg
Electric,resize_Voltorb-10.gif
Dark,resize_Vullaby-28.jpg
Water,resize_Feraligatr-16.png
Water,resize_Gastrodon-26.jpg
Psychic,resize_Sigilyph-14.png
Normal,resize_Farfetch'd-22.png
Dragon,resize_Reshiram-15.jpg
Fire,resize_Pansear-7.png
Water,resize_Shellder-3.gif
Electric,resize_Raikou-17.png
Fighting,resize_Hawlucha-29.png
Water,resize_KeldeoOrdinary Forme-15.jpg
Grass,resize_Maractus-27.png
Dragon,resize_LatiosMega Latios-11.png
Electric,resize_Raikou-2.png
Water,resize_Tympole-18.png
Psychic,resize_Uxie-32.png
Bug,resize_ScizorMega Scizor-1.png
Ice,resize_Beartic-8.jpg
Normal,resize_Exploud-21.jpg
Electric,resize_Magnemite-22.png
Grass,resize_Venusaur-15.jpg
Dragon,resize_Druddigon-9.png
Psychic,resize_Reuniclus-2.svg
Fighting,resize_Pancham-23.jpg
Psychic,resize_Xatu-33.png
Bug,resize_Accelgor-12.png
Poison,resize_Trubbish-34.png
Water,resize_Huntail-2.jpg
Rock,resize_DiancieMega Diancie-34.png
Ground,resize_Rhyhorn-19.jpg
Bug,resize_Galvantula-23.png
Normal,resize_Pidgeotto-11.png
Fighting,resize_Meditite-17.jpg
Fire,resize_Heatmor-29.png
Dragon,resize_Axew-16.jpg
Normal,resize_Lopunny-19.jpg
Psychic,resize_Uxie-26.png
Bug,resize_Spewpa-1.png
Water,resize_Ludicolo-17.jpg
Bug,resize_Cascoon-10.png
Bug,resize_WormadamTrash Cloak-5.jpg
Dark,resize_Vullaby-14.jpg
Psychic,resize_Espeon-6.png
Water,resize_Seaking-22.jpg
Normal,resize_Ditto-19.jpg
Water,resize_Wailmer-32.png
Grass,resize_Tangela-16.jpg
Dark,resize_Mandibuzz-32.png
Normal,resize_Noctowl-10.jpg
Electric,resize_RotomHeat Rotom-16.png
Bug,resize_Butterfree-22.jpg
Water,resize_Qwilfish-33.jpg
Fire,resize_Charmander-10.png
Ground,resize_Krokorok-2.png
Bug,resize_Volbeat-8.jpg
Normal,resize_Slakoth-0.png
Ice,resize_Bergmite-11.jpg
Fighting,resize_Medicham-31.png
Normal,resize_Tranquill-5.png
Grass,resize_SceptileMega Sceptile-28.png
Ghost,resize_Spiritomb-8.jpg
Rock,resize_Sudowoodo-13.jpg
Dark,resize_Sableye-25.png
Water,resize_Suicune-1.png
Bug,resize_Vivillon-10.jpg
Rock,resize_Amaura-8.jpg
Electric,resize_ManectricMega Manectric-26.jpg
Grass,resize_Servine-3.png
Grass,resize_Turtwig-1.png
Water,resize_Clamperl-5.jpg
Psychic,resize_Azelf-10.png
Fire,resize_Quilava-15.png
Fighting,resize_Medicham-25.png
Dragon,resize_Dragonite-1.jpg
Fairy,resize_Clefable-4.png
Grass,resize_Tangrowth-8.png
Bug,resize_Forretress-15.png
Water,resize_Staryu-9.jpg
Ground,resize_Hippowdon-32.jpg
Water,resize_Marshtomp-12.png
Dark,resize_Scrafty-22.png
Fighting,resize_Hitmonchan-3.png
Water,resize_Blastoise-13.png
Ice,resize_Delibird-28.png
Ice,resize_Jynx-19.jpg
Dark,resize_Mandibuzz-26.png
Ground,resize_Rhydon-16.png
Ghost,resize_Phantump-32.gif
Steel,resize_Metang-28.png
Steel,resize_Cobalion-12.png
Rock,resize_Geodude-5.png
Normal,resize_Stoutland-34.jpg
Ice,resize_Jynx-31.jpg
Normal,resize_Porygon-Z-23.jpg
Grass,resize_SceptileMega Sceptile-14.png
Psychic,resize_DeoxysSpeed Forme-12.jpg
Water,resize_Mantyke-5.png
Fighting,resize_Machop-12.png
Water,resize_Poliwag-8.jpg
Normal,resize_Buneary-8.jpg
Dark,resize_Sableye-19.png
Bug,resize_Combee-12.png
Ice,resize_GlalieMega Glalie-33.png
Normal,resize_Tauros-27.jpg
Ice,resize_Walrein-21.png
Fighting,resize_Mankey-11.jpg
Bug,resize_Mothim-29.jpg
Normal,resize_Ursaring-33.jpg
Normal,resize_Stantler-20.jpg
Water,resize_SlowbroMega Slowbro-2.png
Electric,resize_Eelektrik-29.jpg
Normal,resize_Hoothoot-17.jpg
Ice,resize_GlalieMega Glalie-27.png
Bug,resize_Venipede-10.png
Grass,resize_ShayminLand Forme-11.jpg
Steel,resize_Klefki-34.png
Fire,resize_Quilava-1.jpg
Fighting,resize_Medicham-19.png
Grass,resize_Chesnaught-3.png
Rock,resize_Gigalith-27.jpg
Grass,resize_Cherrim-12.png
Rock,resize_Omastar-9.jpg
Fighting,resize_Mienfoo-12.png
Dark,resize_Malamar-24.jpg
Poison,resize_Nidoran♂-30.jpg
Ghost,resize_GourgeistAverage Size-16.png
Water,resize_Cloyster-5.png
Normal,resize_LopunnyMega Lopunny-21.png
Dragon,resize_Altaria-10.png
Water,resize_Whiscash-8.jpg
Ghost,resize_Spiritomb-13.jpg
Normal,resize_Rattata-28.gif
Bug,resize_Forretress-29.png
Water,resize_Slowking-29.jpg
Normal,resize_Azurill-13.png
Bug,resize_Spinarak-0.png
Water,resize_Wartortle-16.png
Fairy,resize_Sylveon-31.jpg
Dark,resize_Yveltal-3.jpg
Rock,resize_Nosepass-3.png
Psychic,resize_Solosis-9.png
Fire,resize_Darumaka-16.png
Psychic,resize_DeoxysNormal Forme-17.png
Normal,resize_Rufflet-1.png
Dragon,resize_Zekrom-30.png
Fairy,resize_Florges-4.png
Bug,resize_Durant-14.jpg
Normal,resize_Chansey-6.png
Bug,resize_Weedle-17.png
Bug,resize_Scolipede-16.png
Normal,resize_Swellow-5.png
Dragon,resize_KyuremWhite Kyurem-13.png
Fire,resize_Growlithe-14.jpg
Rock,resize_Boldore-22.jpg
Psychic,resize_Unown-33.png
Fairy,resize_Clefable-30.png
Grass,resize_Whimsicott-27.png
Dragon,resize_Haxorus-10.png
Water,resize_Psyduck-16.png
Grass,resize_Snivy-34.png
Dragon,resize_Goomy-14.jpg
Water,resize_Kingler-23.jpg
Grass,resize_Vileplume-19.png
Ground,resize_Trapinch-2.jpg
Water,resize_Ducklett-31.png
Fire,resize_Rapidash-13.png
Normal,resize_Fearow-1.gif
Fire,resize_Monferno-31.png
Rock,resize_Binacle-2.jpg
Psychic,resize_Celebi-30.png
Electric,resize_Raichu-13.jpg
Bug,resize_Kricketune-3.png
Ghost,resize_GengarMega Gengar-28.jpg
Ice,resize_Sealeo-22.png
Bug,resize_Durant-2.jpg
Dark,resize_Bisharp-11.png
Electric,resize_Pikachu-21.png
Water,resize_Squirtle-1.png
Water,resize_Prinplup-17.png
Dragon,resize_Zekrom-24.png
Rock,resize_Aurorus-10.png
Bug,resize_Durant-28.jpg
Dark,resize_Sneasel-7.jpg
Fire,resize_Cyndaquil-14.png
Water,resize_Wingull-16.png
Bug,resize_Volcarona-22.png
Psychic,resize_Musharna-8.jpg
Psychic,resize_Chimecho-27.png
Fire,resize_Ho-oh-4.png
Normal,resize_Sawsbuck-0.png
Electric,resize_Plusle-5.png
Ground,resize_Drilbur-7.png
Fire,resize_Entei-4.png
Grass,resize_Vileplume-31.png
Water,resize_SharpedoMega Sharpedo-23.jpg
Water,resize_Ducklett-19.png
Dragon,resize_Goomy-28.jpg
Fairy,resize_Slurpuff-27.jpg
Fire,resize_Monferno-19.png
Ground,resize_Sandile-34.jpg
Bug,resize_Butterfree-6.jpg
Fire,resize_Growlithe-28.jpg
Ground,resize_Golurk-12.png
Rock,resize_Tyrunt-34.png
Fire,resize_Charizard-7.jpg
Water,resize_Palpitoad-27.png
Normal,resize_Pidove-0.png
Ghost,resize_Yamask-11.png
Bug,resize_Volcarona-7.png
Rock,resize_Pupitar-11.png
Water,resize_Palpitoad-33.png
Electric,resize_RotomFrost Rotom-6.jpg
Normal,resize_Porygon-15.png
Grass,resize_Vileplume-25.png
Electric,resize_RotomMow Rotom-13.gif
Water,resize_Phione-22.png
Ground,resize_Sandile-20.jpg
Dragon,resize_Bagon-3.jpg
Fighting,resize_Conkeldurr-6.png
Steel,resize_Mawile-8.png
Water,resize_Phione-4.jpg
Dragon,resize_Zekrom-18.png
Psychic,resize_Spoink-14.png
Psychic,resize_Gardevoir-5.jpg
Grass,resize_Nuzleaf-4.png
Normal,resize_Miltank-15.png
Grass,resize_Hoppip-10.png
Bug,resize_Scatterbug-20.png
Normal,resize_Snorlax-14.png
Dark,resize_Honchkrow-33.png
Ghost,resize_Chandelure-22.jpg
Bug,resize_Scyther-23.png
Fighting,resize_Riolu-23.png
Bug,resize_Heracross-9.jpg
Electric,resize_Minun-10.png
Normal,resize_Noctowl-0.jpg
Fire,resize_Numel-17.png
Rock,resize_Regirock-17.jpg
Ice,resize_Cryogonal-26.png
Grass,resize_Quilladin-26.png
Ghost,resize_Mismagius-7.png
Bug,resize_Sewaddle-1.png
Water,resize_Barboach-16.jpg
Water,resize_Carvanha-29.jpg
Fire,resize_Infernape-21.jpg
Water,resize_Azumarill-1.jpg
Ground,resize_Rhyperior-19.jpg
Steel,resize_Skarmory-3.png
Fire,resize_CameruptMega Camerupt-1.png
Normal,resize_Lillipup-11.png
Water,resize_Jellicent-28.png
Psychic,resize_MeowsticMale-29.jpg
Water,resize_Suicune-32.png
Ghost,resize_GiratinaOrigin Forme-27.jpg
Fire,resize_Arcanine-34.jpg
Rock,resize_Roggenrola-2.jpg
Water,resize_Whiscash-20.jpg
Normal,resize_Chatot-13.png
Steel,resize_Steelix-18.png
Electric,resize_Eelektross-13.png
Normal,resize_Regigigas-4.png
Water,resize_Wartortle-3.png
Grass,resize_Treecko-8.jpg
Normal,resize_Vigoroth-23.gif
Ice,resize_Cryogonal-32.png
Rock,resize_Tyrantrum-14.png
Psychic,resize_MewtwoMega Mewtwo Y-17.png
Grass,resize_Quilladin-32.png
Bug,resize_Scatterbug-34.png
Dark,resize_Honchkrow-27.png
Normal,resize_Pidgey-22.jpg
Water,resize_Quagsire-21.png
Psychic,resize_GardevoirMega Gardevoir-15.png
Dragon,resize_Gible-15.png
Fire,resize_CharizardMega Charizard Y-0.jpg
Psychic,resize_DeoxysAttack Forme-3.png
Flying,resize_Noivern-14.png
Ice,resize_Cubchoo-0.png
Normal,resize_Snorlax-28.png
Grass,resize_Bellossom-14.png
Rock,resize_Larvitar-22.gif
Water,resize_Jellicent-14.png
Electric,resize_RotomMow Rotom-4.jpg
Grass,resize_Meganium-14.gif
Dragon,resize_KyuremWhite Kyurem-5.png
Bug,resize_Venonat-23.png
Water,resize_Carvanha-15.jpg
Water,resize_Frillish-9.png
Dark,resize_Inkay-8.png
Psychic,resize_Espeon-11.jpg
Ground,resize_Gliscor-15.jpg
Water,resize_Froakie-4.jpg
Ground,resize_Rhyperior-25.jpg
Water,resize_Luvdisc-20.png
Grass,resize_Snover-22.jpg
Water,resize_KyogrePrimal Kyogre-2.png
Steel,resize_Jirachi-12.jpg
Psychic,resize_Natu-12.png
Water,resize_Lanturn-15.jpg
Ground,resize_Rhyperior-31.jpg
Water,resize_Luvdisc-34.png
Dragon,resize_Sliggoo-13.jpg
Psychic,resize_GalladeMega Gallade-4.png
Ground,resize_Cubone-8.jpg
Psychic,resize_Lugia-1.jpg
Ground,resize_Trapinch-15.png
Rock,resize_Diancie-12.png
Ice,resize_Glaceon-21.png
Bug,resize_Beautifly-33.jpg
Dark,resize_SableyeMega Sableye-11.png
Steel,resize_AegislashBlade Forme-13.png
Grass,resize_Ferroseed-19.jpg
Bug,resize_Yanmega-32.gif
Ground,resize_Trapinch-29.jpg
Normal,resize_Ditto-9.png
Psychic,resize_DeoxysDefense Forme-13.png
Water,resize_Basculin-19.png
Electric,resize_Minun-0.png
Normal,resize_Munchlax-29.png
Fire,resize_Talonflame-12.gif
Ground,resize_Hippopotas-28.png
Bug,resize_Masquerain-17.jpg
Ground,resize_Phanpy-11.png
Psychic,resize_HoopaHoopa Unbound-6.png
Water,resize_Lanturn-29.png
Grass,resize_Ferroseed-25.png
Bug,resize_Vespiquen-8.jpg
Dragon,resize_Kyurem-13.png
Fire,resize_Braixen-12.png
Poison,resize_Garbodor-19.png
Water,resize_Tympole-7.png
Bug,resize_Volbeat-25.jpg
Bug,resize_Heracross-27.png
Fire,resize_Tepig-21.png
Rock,resize_Anorith-23.jpg
Psychic,resize_Lugia-10.jpg
Flying,resize_Noibat-13.png
Grass,resize_Bellossom-28.jpg
Bug,resize_Volbeat-31.jpg
Poison,resize_Nidoking-7.png
Grass,resize_Bayleef-23.jpg
Steel,resize_Klefki-8.png
Flying,resize_Noivern-28.jpg
Grass,resize_Ferroseed-31.png
Poison,resize_Croagunk-10.jpg
Normal,resize_Lillipup-6.png
Ground,resize_Donphan-3.png
Ground,resize_Gliscor-29.png
Fighting,resize_Hitmonchan-22.png
Fire,resize_Arcanine-20.png
Electric,resize_AmpharosMega Ampharos-28.png
Bug,resize_Shuckle-3.png
Dark,resize_AbsolMega Absol-0.jpg
Water,resize_Suicune-26.jpg
Ghost,resize_GiratinaOrigin Forme-33.png
Normal,resize_Munchlax-15.png
Normal,resize_Ambipom-9.png
Rock,resize_Armaldo-13.png
Fighting,resize_Machamp-8.png
Ground,resize_Hippopotas-14.png
Steel,resize_Steelix-24.jpg
Fairy,resize_Flabébé-21.png
Grass,resize_Roselia-8.png
Rock,resize_Lileep-17.jpg
Normal,resize_Zigzagoon-1.png
Normal,resize_Pidgeot-22.jpg
Rock,resize_Kabuto-33.jpg
Bug,resize_Joltik-11.png
Water,resize_Basculin-25.png
Bug,resize_Volbeat-19.jpg
Water,resize_Mudkip-11.jpg
Poison,resize_Garbodor-25.png
Steel,resize_SteelixMega Steelix-33.jpg
Psychic,resize_Swoobat-1.png
Ground,resize_LandorusTherian Forme-13.jpg
Dragon,resize_Gible-29.jpg
Ground,resize_Diglett-20.png
Psychic,resize_GardevoirMega Gardevoir-29.jpg
Rock,resize_Archen-4.png
Grass,resize_Foongus-4.png
Water,resize_KeldeoResolute Forme-16.png
Steel,resize_Honedge-6.png
Psychic,resize_Mesprit-10.png
Normal,resize_Spearow-27.png
Bug,resize_Venonat-7.png
Water,resize_Golduck-12.png
Steel,resize_Metagross-10.jpg
Rock,resize_Tyrantrum-28.jpg
Fairy,resize_Togekiss-21.jpg
Water,resize_Poliwrath-11.png
Normal,resize_Spearow-33.png
Bug,resize_Beautifly-27.png
Steel,resize_SteelixMega Steelix-27.jpg
Poison,resize_Garbodor-31.png
Ground,resize_Diglett-34.png
Rock,resize_AerodactylMega Aerodactyl-7.jpg
Electric,resize_AmpharosMega Ampharos-14.png
Psychic,resize_MeowsticMale-15.png
Bug,resize_Illumise-7.png
Water,resize_Lombre-16.jpg
Water,resize_Basculin-31.png
Electric,resize_Magnezone-1.jpg
Water,resize_Wooper-5.png
Poison,resize_Nidoran♀-21.png
Steel,resize_Steelix-30.jpg
Fire,resize_Chimchar-11.png
Poison,resize_Dragalge-3.png
